Task ID,Client,Campaign,Channel,Tier: Order,Title,Direction,Resource Link 1,Resource Link 2,Resource Link 3,Desired Placement,Anchor Text,Target URL,Website Example,Client Comment,Extra Writer Notes
41979,Obsidianedge (Marketing Nomads),CON123030 Dr. Honrado June 16,lcolarado1,Attention,41979 - # Medical Procedures to Look Great And Recover Quickly,"500 words. List 3-6 medical procedures that people use to improve their appearance that have a short recovery time. You can use dental implants, tummy tuck, face lift, or anything else. Make sure that one of the procedures you talk about is nose surgery (rhinoplasty) so that you can easily include the client link. Your audience is moms who are looking for ways to improve their appearance surgically.",http://www.austin-weston.com/plastic-surgery-articles/summertime-plastic-surgery-procedures-short-downtimes-big-results/,http://www.lowcountryps.com/plastic-surgery/cosmetic-procedures-with-short-recovery-times/,http://www.lovethatface.com/patient-information/tips-for-a-healthy-recovery/,ashleysuzanne.com,&quot;DrHonrado.com/Dr Honrado&quot; + anchor,http://www.drhonrado.com/procedures/nose-surgery-rhinoplasty/,,,
41980,Obsidianedge (Marketing Nomads),CON123030 Dr. Honrado June 16,lcolarado1,Attention,41980 - # Things to Do as Soon as You Get Engaged.,"500 words - List 3-6 things someone should do after getting engaged but before setting a wedding date. Some ideas include looking at wedding venues to see what dates are available, creating a budget and timeframe on how to save for the wedding, and starting an exercise plan to look slim and trim. Make sure that one of your subheadings is about getting fit so that you can include the Dr. Honrado link naturally. Your audience is people in their early 20s who are recently engaged.",http://www.rd.com/advice/relationships/13-things-to-do-after-you-get-engaged/,http://www.glamour.com/gallery/youre-engaged-the-12-things-you-need-to-do-right-after-you-get-the-ring,http://bridalguide.com/blogs/bridal-buzz/engagement-tips,newlove-makeup.com,&quot;DrHonrado.com/Dr Honrado&quot; + anchor,http://www.drhonrado.com/what-is-thermilift/,,,
