Task ID,Client,Campaign,Channel,Tier: Order,Title,Direction,Resource Link 1,Resource Link 2,Resource Link 3,Desired Placement,Anchor Text,Target URL,Website Example,Client Comment,Extra Writer Notes
41745,Ria Financial  (Ria Financial ),CON152017 Ria May 16,lcolarado1,Attention,41745 - 41745 - IG Intro - Money Moves,"This assignment is for an introduction to an infographic. In the dropbox link provided you will find both the IG and an already written introduction. Your directions are to make that pre-written introduction into a 200-300 word unique intro for the IG. You can use what is already written as a reference to write your own, or you can revise/re-word the pre-written intro to be unique (it must be unique). The intro you are writing must naturally include the AT and URL provided. Do not make subheads.",https://www.dropbox.com/sh/rg9i1coffz5102r/AACZMUze46_VLi4L47rLtqBxa?dl=0,n/a,n/a,lerablog.org,How to Send Money Online,https://www.riamoneytransfer.com/help/how-to-send-money-online,,,
41746,Ria Financial  (Ria Financial ),CON152017 Ria May 16,lcolarado1,Attention,41746 - 41746 - IG Intro - Money Moves," 	This assignment is for an introduction to an infographic. In the dropbox link provided you will find both the IG and an already written introduction. Your directions are to make that pre-written introduction into a 200-300 word unique intro for the IG. You can use what is already written as a reference to write your own, or you can revise/re-word the pre-written intro to be unique (it must be unique). The intro you are writing must naturally include the AT and URL provided. Do not make subheads.",https://www.dropbox.com/sh/rg9i1coffz5102r/AACZMUze46_VLi4L47rLtqBxa?dl=0,n/a,n/a,lenpenzo.com,How to Send Money Online,https://www.riamoneytransfer.com/help/how-to-send-money-online,,,
41747,Ria Financial  (Ria Financial ),CON152017 Ria May 16,lcolarado1,Attention,41747 - 41747 - IG Intro - Money Moves," 	This assignment is for an introduction to an infographic. In the dropbox link provided you will find both the IG and an already written introduction. Your directions are to make that pre-written introduction into a 200-300 word unique intro for the IG. You can use what is already written as a reference to write your own, or you can revise/re-word the pre-written intro to be unique (it must be unique). The intro you are writing must naturally include the AT and URL provided. Do not make subheads.",https://www.dropbox.com/sh/rg9i1coffz5102r/AACZMUze46_VLi4L47rLtqBxa?dl=0,n/a,n/a,moneyqanda.com,How to Send Money Online,https://www.riamoneytransfer.com/help/how-to-send-money-online,,,
41748,Ria Financial  (Ria Financial ),CON152017 Ria May 16,lcolarado1,Attention,41748 - 41748 - IG Intro - Money Moves," 	This assignment is for an introduction to an infographic. In the dropbox link provided you will find both the IG and an already written introduction. Your directions are to make that pre-written introduction into a 200-300 word unique intro for the IG. You can use what is already written as a reference to write your own, or you can revise/re-word the pre-written intro to be unique (it must be unique). The intro you are writing must naturally include the AT and URL provided. Do not make subheads.",https://www.dropbox.com/sh/rg9i1coffz5102r/AACZMUze46_VLi4L47rLtqBxa?dl=0,n/a,n/a,youngupstarts.com,International Money Transfer,https://www.riamoneytransfer.com/help/international-money-transfer,,,
41749,Ria Financial  (Ria Financial ),CON152017 Ria May 16,lcolarado1,Attention,41749 - 41749 - IG Intro - Money Moves," 	This assignment is for an introduction to an infographic. In the dropbox link provided you will find both the IG and an already written introduction. Your directions are to make that pre-written introduction into a 200-300 word unique intro for the IG. You can use what is already written as a reference to write your own, or you can revise/re-word the pre-written intro to be unique (it must be unique). The intro you are writing must naturally include the AT and URL provided. Do not make subheads.",https://www.dropbox.com/sh/rg9i1coffz5102r/AACZMUze46_VLi4L47rLtqBxa?dl=0,n/a,n/a,financetrain.com,International Money Transfer,https://www.riamoneytransfer.com/help/international-money-transfer,,,
